20260101 180000;4323.698000;4332.848000;4323.698000;4328.198000;0
20260101 180100;4328.198000;4331.998000;4328.098000;4328.898000;0
20260101 180200;4328.898000;4330.298000;4327.898000;4329.998000;0
20260101 180300;4329.998000;4329.998000;4325.445000;4325.598000;0
20260101 180400;4325.598000;4326.798000;4323.198000;4326.798000;0
20260101 180500;4326.898000;4330.345000;4326.835000;4329.498000;0
20260101 180600;4329.645000;4330.098000;4329.298000;4329.905000;0
20260101 180700;4329.925000;4330.195000;4329.355000;4329.355000;0
20260101 180800;4329.315000;4329.798000;4329.198000;4329.798000;0
20260101 180900;4329.808000;4332.798000;4329.798000;4332.678000;0
20260101 181000;4332.698000;4332.985000;4330.815000;4332.565000;0
20260101 181100;4332.595000;4334.285000;4332.415000;4334.285000;0
20260101 181200;4334.325000;4335.055000;4328.775000;4329.625000;0
20260101 181300;4329.655000;4331.355000;4329.465000;4330.945000;0
20260101 181400;4331.015000;4331.015000;4330.335000;4330.625000;0
20260101 181500;4330.555000;4330.625000;4327.865000;4330.595000;0
20260101 181600;4330.635000;4332.035000;4330.545000;4331.765000;0
20260101 181700;4332.655000;4333.705000;4331.868000;4332.525000;0
20260101 181800;4332.605000;4333.125000;4331.605000;4333.125000;0
20260101 181900;4333.145000;4334.075000;4332.655000;4333.955000;0
20260101 182000;4333.985000;4334.045000;4333.155000;4333.535000;0
20260101 182100;4334.155000;4334.735000;4332.425000;4334.695000;0
20260101 182200;4334.735000;4337.365000;4334.735000;4337.085000;0
20260101 182300;4337.185000;4339.715000;4337.125000;4339.115000;0
20260101 182400;4339.115000;4340.315000;4338.485000;4339.565000;0
20260101 182500;4339.585000;4342.045000;4337.675000;4340.365000;0
20260101 182600;4340.265000;4342.505000;4340.145000;4341.795000;0
20260101 182700;4341.655000;4342.405000;4341.005000;4341.145000;0
20260101 182800;4341.055000;4341.395000;4340.058000;4341.145000;0
20260101 182900;4341.095000;4341.645000;4336.835000;4339.515000;0
20260101 183000;4339.605000;4340.725000;4339.235000;4339.485000;0
20260101 183100;4339.505000;4340.218000;4339.145000;4340.158000;0
20260101 183200;4340.218000;4340.318000;4338.015000;4339.555000;0
20260101 183300;4339.575000;4340.118000;4339.575000;4339.748000;0
20260101 183400;4339.748000;4339.808000;4339.515000;4339.568000;0
