20260201 234000;4666.235000;4669.485000;4657.115000;4665.775000;0
20260201 234100;4665.835000;4676.995000;4664.715000;4676.535000;0
20260201 234200;4676.605000;4676.955000;4663.885000;4667.105000;0
20260201 234300;4667.255000;4685.125000;4667.255000;4684.355000;0
20260201 234400;4684.095000;4690.058000;4681.565000;4687.205000;0
20260201 234500;4687.205000;4698.458000;4683.668000;4698.315000;0
20260201 234600;4698.358000;4706.445000;4698.178000;4703.128000;0
20260201 234700;4702.868000;4712.188000;4698.665000;4702.638000;0
20260201 234800;4702.778000;4702.848000;4686.678000;4687.175000;0
20260201 234900;4687.625000;4692.695000;4685.185000;4685.815000;0
20260201 235000;4685.815000;4688.005000;4673.025000;4687.225000;0
20260201 235100;4687.245000;4691.115000;4682.505000;4683.055000;0
20260201 235200;4682.385000;4684.605000;4677.945000;4683.935000;0
20260201 235300;4683.955000;4687.465000;4675.535000;4684.365000;0
20260201 235400;4684.705000;4689.585000;4682.325000;4684.975000;0
20260201 235500;4684.995000;4687.835000;4676.655000;4677.945000;0
20260201 235600;4677.955000;4680.305000;4671.315000;4673.785000;0
20260201 235700;4673.675000;4683.135000;4672.655000;4677.115000;0
20260201 235800;4677.115000;4686.285000;4677.095000;4678.245000;0
20260201 235900;4678.235000;4683.275000;4676.705000;4678.565000;0
20260202 000000;4678.565000;4679.545000;4668.425000;4677.535000;0
20260202 000100;4677.785000;4689.365000;4677.695000;4687.745000;0
20260202 000200;4687.625000;4692.748000;4680.995000;4681.448000;0
20260202 000300;4681.515000;4686.735000;4677.785000;4685.025000;0
20260202 000400;4685.005000;4692.085000;4683.155000;4689.625000;0
20260202 000500;4689.615000;4695.568000;4687.495000;4688.245000;0
20260202 000600;4688.245000;4691.515000;4670.385000;4674.515000;0
20260202 000700;4674.505000;4674.505000;4660.625000;4671.905000;0
20260202 000800;4672.155000;4679.195000;4669.095000;4672.135000;0
20260202 000900;4672.135000;4674.965000;4666.175000;4672.525000;0
20260202 001000;4672.495000;4676.825000;4667.665000;4672.855000;0
20260202 001100;4672.855000;4675.485000;4663.915000;4666.585000;0
20260202 001200;4666.565000;4668.255000;4654.085000;4659.775000;0
20260202 001300;4659.525000;4661.745000;4648.755000;4649.805000;0
20260202 001400;4649.725000;4662.015000;4649.018000;4660.975000;0
20260202 001500;4661.565000;4669.655000;4657.275000;4657.465000;0
20260202 001600;4657.465000;4672.845000;4657.365000;4671.755000;0
20260202 001700;4671.685000;4673.265000;4667.455000;4668.895000;0
20260202 001800;4668.145000;4672.575000;4660.295000;4664.815000;0
20260202 001900;4665.025000;4665.985000;4656.845000;4660.255000;0
20260202 002000;4660.265000;4665.635000;4659.385000;4664.885000;0
20260202 002100;4664.875000;4668.888000;4651.935000;4655.065000;0
